3403:11194,9542,9869,9537,13078,11197,11433,13047,9383,8825,11152,9035,9868,9914,11656,11192,8813,9507,11354,11249
3428:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
3470:8652,10001,9126,12737,9346,5022,9573,8832,12305,7164,12439,9779,12079,13131,11412,9778,12113,9338,9286,11217
3471:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
3487:11738,9346,11871,12305,8832,11877,9336,8652,9778,5022,12079,9125,13131,9779,11144,9930,7164,12173,12174,12175
3488:4635,10792,13235,11214,12343,11318,11164,9380,12822,11250,10900,9926,11179,11970,9084,9383,11148,9116,11572,11872
3498:9348,9519,9430,11870,12108,11220,12736,9864,9098,11236,9576,8629,8855,11167,8989,9130,11470,9500,10986,10977
3517:12858,12857,9983,9992,9505,8888,12871,9715,9991,11758,9827,11188,9989,8918,9504,9423,10793,12856,8666,12854
3525:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
3543:10784,9033,9028,11697,8702,9953,12180,9863,10244,8783,10233,13233,13096,13132,12311,9864,7304,7722,13024,4634
3548:9779,8832,13131,9346,12439,9778,11195,5022,8652,12305,7164,12113,8915,9583,9760,9125,12079,11412,11469,9286
3569:8629,8779,12736,8790,9130,8817,8805,8783,8919,8796,8799,9892,10440,10223,10234,9512,8808,8987,8827,9519
3584:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
3593:9860,12826,12841,8786,9590,9706,12837,8798,8801,9886,12842,9524,8787,12836,8809,11724,12332,11197,11721,8781
3619:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
3650:9330,11191,9647,11193,12633,8900,11159,9574,9020,9314,9082,9522,11192,12694,12831,12631,9606,9500,11385,10006
3651:10006,9360,12355,10014,9931,12951,9977,8775,9713,7764,10101,10005,8787,8779,8842,8804,8972,8629,11956,11925
3677:8833,9096,8866,12299,12290,9938,9107,12984,12296,9937,8883,9523,9546,11269,13138,9839,7728,8873,10244,11284
3682:11998,9878,11277,9893,9874,11276,11213,11194,9107,9456,13129,9890,13122,9589,9875,12953,11245,9381,11997,9520
3683:9889,9444,13106,12000,9376,9716,13171,9547,11152,9718,11245,11319,9965,10217,11278,9383,9381,11274,9372,9114
3685:13116,13170,9562,9904,9905,11284,8833,13126,8854,10112,12299,11272,9903,9089,9907,12296,11170,9415,9349,9083
3687:11970,9391,8981,9107,11824,9283,10425,9769,12437,11825,9284,12065,12996,12935,12027,8387,8390,10437,8389,11803
3688:12822,12439,9575,10437,9494,11304,9102,13090,10966,13056,13042,9021,10893,4630,11926,9126,9346,12305,11015,8832
3690:11412,9346,9286,13131,9122,7164,12305,8832,9778,5022,9779,9126,8661,12439,8652,11217,9125,10001,12737,11469
3698:8665,7169,8874,11381,9099,12472,13120,12634,7308,11152,7513,11356,7504,10425,9552,11350,8654,11339,13119,9998
3744:9941,12953,12293,12299,8883,9546,12290,12297,12300,12296,9433,12693,9861,12294,12303,9552,7500,9092,7309,9107
3746:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
3748:12704,9111,9556,9901,8837,9966,9970,11147,7507,11362,12711,11257,9866,8898,10422,9561,9871,8689,11222,9557
3776:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
3795:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
3805:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
3818:13170,8833,13116,9562,8854,9559,9349,11284,12299,9839,11272,9083,12296,11170,9905,9904,9937,9089,9393,9903
3819:8833,9559,11150,11272,13116,8854,13170,9349,9107,8839,9866,9839,9096,11260,11152,9528,11256,9523,8848,9083
3820:11257,8898,11362,9511,7507,9353,10422,12698,8834,13136,10423,9966,9902,9901,8389,9111,9104,9909,8839,12714
3821:9096,9523,9472,11256,12781,11997,9828,9969,9414,13138,9897,9383,8866,9436,9412,9971,11362,9825,9107,12951
3822:9870,11229,13091,11223,11220,9086,9526,9352,12301,11224,11221,11227,9093,11367,12277,9353,8976,8329,9351,11217
3823:11268,9958,9378,11270,11152,11782,9132,11205,8848,9403,9107,11149,12699,9448,12273,7513,9984,12698,11382,11381
3824:13169,13120,13171,13119,9874,9099,12472,11381,9591,7169,11277,9592,11152,7513,12622,11241,11350,9468,12634,9100
3826:11268,8848,10242,12698,12690,8804,9132,11230,11173,13170,8971,11362,9984,11254,9504,9560,11208,10423,9708,8883
3831:11335,13086,12270,11144,13044,13027,13102,10433,11249,10425,13100,8840,8852,13039,10426,11142,11278,12351,10419,13074
3877:13098,9963,12934,9885,9334,13137,9843,9373,7514,9588,8838,12128,13060,12297,9104,10419,7305,9132,8835,11170
3884:13131,8832,9930,12439,5022,9346,9828,10104,7164,11412,12305,8652,9286,9779,10114,10001,12091,9778,12113,11217
3890:11231,11152,9716,9381,9029,9376,12691,9554,7508,11442,11353,11233,9866,9114,11162,10237,11161,4624,9478,9116
3895:9881,8835,12275,9988,12862,11352,11664,7514,9879,11147,12487,11654,9780,12937,9827,8825,9083,9932,11188,12297
3905:9878,11277,9874,9893,9456,13122,11998,9891,9890,9381,12693,11276,12003,9589,12953,9592,13129,11142,9875,9465
3907:9887,11373,9383,13100,13095,9396,11258,11274,11374,8395,9367,9466,10051,9969,12781,9484,9971,11372,9547,9483
3912:11277,11217,9420,12953,10241,9100,11223,9874,9591,13169,9397,7169,12708,9104,11381,12301,9352,12303,12771,12492
3923:11267,13069,9402,11266,9455,11165,9415,12706,9898,9486,9387,11263,9401,9418,9416,9481,9482,9936,9831,9363
3930:9592,11998,9107,11997,8839,11276,11277,9984,10958,9714,11142,11149,9890,9436,9589,12953,9874,9781,9454,9891
3990:12444,13131,12984,9338,12871,9424,12179,10791,12182,9507,8652,9827,11217,9990,9346,9126,10862,9992,5022,12113
4005:8902,8993,11410,8913,9498,9499,8903,9495,8963,9583,8901,8972,8959,8906,9285,8969,8980,8973,12738,5034
4006:9499,9498,9490,9493,9494,8901,12869,8906,8978,8958,8977,9285,8898,8975,11408,9502,8993,8899,9505,8903
4014:9575,8780,12470,12844,9359,8799,12821,11802,12822,8701,7508,9717,9387,12843,10437,4624,9094,9474,8699,8806
4031:9996,8321,9339,9114,12953,12290,9112,9425,12441,11211,7511,9941,12293,10424,7501,9109,13071,4630,13138,9711
4032:9918,11370,9917,9924,9948,9970,9923,11158,9919,11656,9365,9355,9570,11171,13058,10428,11249,9902,12765,9388
4048:8835,12862,9988,9879,9843,9985,9910,9780,9398,9588,9956,9422,9911,12937,8825,9094,9930,9720,11212,12863
4103:9025,9722,12101,9420,9571,9024,9034,12732,13014,9031,9890,9572,9459,9593,10232,9026,9505,9569,12719,12307
4114:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4171:12002,13102,10421,10417,10420,10415,13054,10438,13017,8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626
4181:12769,8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635
4242:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4264:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4274:11168,9888,9563,11380,12005,9893,11360,12707,11281,9908,12710,11383,11209,9584,9927,11206,9939,11162,9940,9405
4328:9436,11362,12290,9096,11376,12622,12620,12618,9561,12704,11268,11211,8845,12984,11276,12621,9984,9397,11152,12633
4329:13170,8833,9562,13116,8854,11272,9083,11284,9905,12299,13174,12296,9559,9903,9349,9907,9089,9904,13126,9923
4330:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4331:12247,12766,9347,9840,10439,12936,9470,12489,12771,12768,8686,12273,12631,9707,9839,10426,9835,11242,12777,9890
4332:9434,12636,9358,9543,11149,9480,8618,12626,12708,9454,9571,9570,9568,9592,9522,9446,12941,9523,9926,9462
4333:9436,12622,13167,12290,9865,9555,11376,12949,12618,12984,13138,9561,9574,11362,9572,12621,12091,9970,9828,11346
4334:13120,13169,11350,9100,13171,7169,12472,11152,11381,9874,9099,13119,9444,9396,9468,9882,9478,11277,9456,11145
4336:13084,11142,11148,9525,9133,9436,9476,13044,10438,11222,10429,8844,9538,12290,12984,13010,13034,9381,11362,13083
4338:9436,12290,11362,13167,11376,12091,12618,12984,9970,12631,12949,12621,12622,12620,12633,12951,11246,11211,13084,9133
4339:9093,9877,11367,9104,9354,9086,11223,11229,12301,11222,9883,13098,8329,11224,11226,11170,11221,9351,9959,9528
4415:10006,8629,9987,8700,10005,8775,9360,9846,10101,10441,10968,11658,12779,9036,9441,11187,12836,12835,8421,11722
4485:9318,8862,9577,8632,9435,9935,9124,9432,10423,8630,4637,9430,9128,12365,8625,11233,8627,12949,11239,11099
4590:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4644:11570,12307,11572,9024,7722,8613,10875,11804,12079,8623,9582,12823,12428,11571,11878,11871,8652,11732,8915,11941
4645:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4646:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4647:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4648:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4649:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4650:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4651:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4652:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4654:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4655:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4658:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4663:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4667:7518,7512,7520,7510,7519,11436,7305,7523,7514,7331,9399,11007,7516,12081,10973,13232,11758,11383,10448,11369
4668:11369,8686,5023,10439,7328,13056,11002,8698,12768,10426,9347,9839,11057,11697,12473,11437,9707,7160,7330,12766
4670:10999,10995,10998,10980,11003,7525,10994,7171,10990,7306,4627,7310,7160,10976,7165,7515,7524,10997,7503,11002
4672:12071,12076,10997,10991,12381,10985,11378,12086,12074,11437,12198,8804,7304,12069,7522,7516,10976,10432,4625,10989
4675:11003,10980,10999,10998,10994,7525,7171,10992,11019,7306,4627,7310,7160,10976,7165,7515,7524,10974,11002,10995
4681:10980,10998,11003,10994,10999,10995,10974,7525,10996,10991,11019,7171,7160,7310,10990,7306,4627,10989,10977,11002
4684:10980,10998,11003,10999,10994,10995,10974,10996,7525,10991,11019,10989,7160,7171,10977,7310,10990,10976,7306,4627
4699:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4704:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4707:7329,11417,7163,8868,7167,11571,8698,9547,10971,10969,5034,11000,8613,8614,8615,8618,8619,8620,8621,8622
4711:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4712:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
4752:9582,9284,9024,12128,9283,12028,12027,12029,12996,7722,12437,11572,12823,11571,11570,11297,13235,10026,9576,12307
4757:11570,11572,8613,7722,12823,8623,9582,9024,10875,11807,12307,8915,11571,9414,10026,8632,12428,11806,9131,9025
4758:7722,11570,11572,11571,8613,12307,8623,9024,8915,12823,8632,9414,9582,9131,11807,10026,12428,9554,8634,10875
4759:12290,9519,11220,12621,9433,12293,12299,12179,9436,9938,11236,9552,9927,12296,9941,11376,12332,9096,7172,12300
4861:8889,8928,8961,8969,8678,8669,8972,8706,12870,12741,10855,8422,8965,12730,8973,10786,8824,8994,8975,11824
4879:10434,12828,9524,12841,11212,12868,9588,8787,8924,9994,12833,7723,12864,9824,12832,12838,9510,9506,9984,9407
4883:12749,12868,8798,10856,7517,8775,8779,8795,9664,8889,12833,9860,13132,12780,12757,8664,12128,9588,12438,9127
4943:8658,11882,12741,8994,11879,10786,8669,9779,11412,9297,10228,12737,11884,11940,9288,9286,12728,11873,8664,8925
5074:12948,13114,10228,12481,12493,8678,10790,12726,12690,9511,12741,4642,9839,13116,9295,11413,8964,8994,8921,11409
5076:12737,9578,9586,12355,12428,8623,12939,12377,9125,11195,13123,8652,10228,13117,9026,12934,10001,7523,9550,9372
5077:13116,8833,13114,12948,11189,9989,9099,10228,8897,13126,13124,9511,9938,10790,12939,9107,12737,12726,13127,9295
5080:8920,9439,12732,12941,13034,10232,12719,10441,8889,9505,8914,10228,8925,12741,8657,8614,8980,11411,11242,12774
5176:9397,13091,12301,9412,11222,12695,8845,12622,9883,11319,9096,9460,13138,9436,9420,13171,11264,12704,11278,9466
5187:9878,9381,9456,9890,11277,9891,13129,11276,11998,9589,12003,13122,9470,9893,9874,12953,9591,13086,9107,9592
5197:9608,12003,9473,9980,12701,12702,12004,11142,9476,9525,9474,9477,11244,9567,7166,11343,8613,8614,8615,8618
5198:9474,12001,12000,11276,11141,11278,11319,11347,11430,9899,9908,13043,11279,9408,13040,12712,9878,12765,9464,13030
5204:9527,12631,11242,9529,11243,10424,13014,12847,13175,11214,12941,11284,11151,9965,11246,11565,11206,12629,11274,9835
5214:8685,12103,9095,9952,12769,11356,8621,10442,10001,13172,13102,12939,11308,8615,10420,8832,8699,10421,8633,8963
5261:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
5262:11245,12247,13171,13175,11241,11998,11999,12631,9703,11246,11151,9468,11242,12629,10441,11274,11758,9525,9840,12941
5263:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
5268:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
5281:12003,9527,12004,9529,9525,9567,11142,9475,11343,9980,12701,9473,9608,9477,11244,11151,9483,9443,7166,9476
5302:8964,11296,12756,11411,8701,9664,12741,12617,8994,8913,11882,9333,8669,10228,11881,10786,9992,9297,12948,9295
5318:9496,9858,8899,8924,8984,11307,9490,9506,9494,9510,9994,9499,9986,9498,12181,9781,10239,8979,9785,9508
5342:11382,9943,11273,12304,9419,12700,9711,9560,8848,8845,10423,9403,12698,9386,10227,10242,9966,11269,11257,7330
5354:12293,12290,9942,9968,11153,12300,9532,9433,12695,11340,12299,9461,12303,9941,9096,8853,7309,12302,12621,12296
5367:11229,11223,9093,9086,11367,11222,12301,9084,11224,9354,9877,11227,9870,9351,9390,12491,8329,11221,11226,8812
5389:11213,9530,12698,12699,9378,11194,11171,9408,11145,9580,9520,9377,12700,13047,9397,9451,11354,11270,12708,11276
5412:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
5417:11382,9379,9706,12342,12700,12708,11145,11173,12694,9377,11721,9530,12714,11194,9380,9758,12704,9409,11159,11354
5419:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
5424:9580,11268,11269,10242,11359,9560,11230,11270,11145,8848,12294,11194,11212,9711,11213,11382,12699,12304,12698,9450
5427:9377,9450,11270,12700,9375,9943,9386,11273,12342,11382,11269,9560,9711,11213,8845,9451,9835,12304,9419,7330
5435:11381,11145,9556,12704,12708,9378,9444,9804,11152,11354,9377,11356,9448,7169,12700,11171,7513,9478,9397,9552
5464:11279,13043,12001,12691,11166,9923,12700,9116,9444,9927,9584,10421,13139,9532,9111,9758,11263,9361,11152,12304
5475:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
5486:12712,9966,12711,9871,9909,12714,9866,12704,9902,9901,8837,11257,9556,9873,7507,12700,9831,9111,9394,11272
5505:9874,9890,9420,11999,9034,12247,11245,9804,9608,11213,11242,12101,12003,9530,9567,9722,8852,9025,11276,12732
5506:12486,9553,11242,9026,12101,9569,9955,12732,9715,12183,9890,9540,9895,12779,9505,12937,9722,9031,9842,9420
5513:11244,12824,7166,9608,12701,7765,12954,11269,9477,12004,9473,12702,13018,9538,12248,9476,8652,7747,9031,9474
5516:9446,9572,9434,9968,9569,9462,12781,11149,9921,11278,9571,9584,9443,9403,9360,12626,9927,9523,9567,9453
5556:8662,11194,8783,11359,13104,11433,9542,11384,8825,10855,11440,9857,7330,9537,8668,9497,9869,9540,12365,9534
5579:8862,8630,9479,11232,9577,9430,9875,9933,11237,11251,9931,8632,9130,9435,11099,12716,9480,11236,4637,8625
5588:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
5594:11565,9470,12247,9840,12953,11245,12631,11246,11242,11998,13138,11274,11206,11284,9589,10441,11997,9835,11758,9965
5601:11367,11229,9093,12277,9084,9086,9877,9870,9871,12301,9390,11222,9354,13058,11224,11223,9873,9392,12491,11226
5604:11356,11759,9413,12781,8848,9103,8874,9095,9971,9397,9969,9379,9520,9965,10420,13138,9898,11231,12634,12769
5607:9396,9887,9100,9404,11274,11374,11169,12712,9468,9351,8395,13095,11373,11240,9367,9448,9383,9907,8855,13100
5608:11165,9361,11263,9402,11267,9455,9415,9092,13069,9418,12697,9481,11279,9521,9363,12706,9387,9385,9401,11266
5622:11157,9386,12704,9409,9103,11233,13027,13090,11382,11208,9909,11368,9569,10414,9560,10434,10415,11256,11269,9379
5623:12704,8837,11263,11368,11153,9387,9409,8840,10422,10414,11235,9386,10415,10437,10434,8874,9906,9487,11157,9909
5624:9897,9417,9471,10422,12706,9920,9521,9401,9415,9881,9833,11363,11263,9371,11267,9486,9455,9898,7505,12711
5629:9866,9966,9901,12711,9909,11257,12712,7507,9902,9871,8837,9556,9520,9353,12714,9873,9943,10422,9917,8389
5635:11348,9475,11349,11346,11343,9561,12100,11156,11147,11340,11341,11339,9588,12856,9389,13134,11347,9083,11284,12275
5641:8833,9562,13116,13170,11284,8854,12299,12296,9937,9083,12726,9090,12690,9559,9839,11272,9904,9905,9867,13126
5646:11272,9083,9389,9905,9559,9868,9903,9923,8854,9839,11284,9904,9393,13126,9089,9562,9349,9090,12299,11147
5653:11415,12072,10894,9550,10472,11379,11024,8842,10964,13038,9963,9363,11051,11421,13232,9664,12119,11427,11441,12105
5654:11417,11415,7329,7163,12072,8868,7167,10969,10971,5034,11571,9547,8698,9550,11379,10455,11000,13232,9782,13019
5655:7329,11732,13087,7163,11417,7167,12377,8868,8698,11926,9547,11572,5034,12309,9508,10971,10969,13071,10449,12437
5658:11415,12072,10894,10472,9550,11379,13038,11024,8842,9363,10964,9963,9664,13232,11258,11051,9578,8321,13246,9440
5666:11426,11419,11428,12104,12105,11429,11427,11441,12119,11425,11418,12107,12118,11423,11443,12112,7746,12106,11442,11440
5671:12123,11447,11439,11431,11434,11437,11414,8804,11384,10439,11411,9496,12357,10106,12444,10889,13123,13033,11440,7746
5696:7163,7167,7329,11417,11000,8868,10455,9957,11803,7304,7508,10969,9322,5034,10971,8698,9547,12126,4640,4625
5708:7512,7520,7518,7305,7519,11417,7510,7163,7329,7167,7514,7523,7516,10969,8868,11000,7331,11383,10971,11436
5743:11572,11570,7722,8613,12823,9024,9582,10875,11571,12307,8623,8915,8632,7305,11807,10026,9414,7510,11881,12428
5745:7512,7520,7519,7518,7510,7305,10973,7514,7523,11436,11758,7516,7331,12081,9971,11021,11383,13060,9399,8781
5764:12072,11415,13232,11379,10894,10472,11024,9550,7512,7520,10964,7516,7510,11021,7518,7519,12081,11383,7331,7305
5779:11004,10998,7167,10988,11003,10997,10994,7166,10992,10977,11430,7525,11368,7516,7171,11000,10974,7163,11363,7165
5780:11023,11572,10875,12111,7528,12121,10888,4628,11018,11364,10882,11371,10887,7507,11045,11010,4638,10880,10900,12184
5781:10879,11010,10988,12111,7528,10892,10881,10880,10888,10878,11059,10887,11055,10883,10886,10884,10902,11023,10897,10987
5782:11010,10879,11011,10888,12111,7528,11058,10988,10880,10886,10881,10900,11055,11023,10987,10887,11364,10878,10902,4628
5783:11364,11058,11057,11010,10881,11012,10880,11016,11047,12111,7528,11046,12997,10888,11054,7507,4628,11048,11371,11019
5784:10895,10889,11010,12111,7528,10886,10892,10902,10988,11008,10879,11006,11052,10880,10891,11011,11045,10900,11004,11371
5785:11010,10881,11364,10888,10902,10880,11058,11012,12111,7528,10879,10892,10878,11057,11055,10886,10897,10987,10887,10876
5786:10881,10898,11051,10884,12111,7528,10888,10975,11049,11364,4628,10895,11010,9780,10892,12121,7507,10878,10880,10889
5787:10902,10889,10886,10895,11045,11009,12111,7528,10880,11023,10878,11010,10879,11055,10883,10887,10888,10881,10884,10876
5789:10881,12111,7528,11059,10893,11011,4628,10879,4634,4638,10887,10884,12121,10878,10900,11371,11023,10894,10899,10886
5794:11374,11373,8395,11372,7523,10897,11375,11050,9404,9396,9351,11365,12712,9425,8843,9887,9373,13095,11667,12075
5796:11186,11345,11187,11300,9351,9033,11925,12111,7528,11364,4638,4628,10475,12184,11011,11380,7507,12121,11371,11010
5797:11186,11345,9351,11187,9033,9877,11300,11380,13098,10475,10900,10419,10437,11374,11925,13060,12111,7528,11349,4638
5825:11056,11013,11017,7501,11261,11262,11266,9469,9418,11150,11165,11272,9097,9866,9528,12081,13168,10182,11260,11271
5826:11002,10995,10991,10996,10994,10980,10986,11022,10981,10984,11001,11013,10979,10976,11015,11019,7328,10990,10982,10978
5833:10994,10997,10991,10976,7310,11022,11003,10981,7525,10975,4625,7171,7516,11001,10989,7165,7515,7524,10978,4640
5834:10980,11003,10998,10999,10994,10995,7525,10974,10996,11019,10991,7171,7160,7306,4627,7310,11002,10976,7503,10977
5835:7163,7167,12117,11417,7306,10456,7160,10448,10461,7171,7525,7165,7515,7524,4640,10459,11000,7331,4627,10454
5838:11002,7328,11057,11022,11019,10985,9557,7330,9377,11369,11260,9943,12078,13123,11003,11004,11008,11147,13115,7166
5840:7508,11442,12087,12122,9560,10237,4624,9716,7513,9376,10251,11010,13248,11231,11152,8780,9335,12837,13045,11233
5842:7505,10986,7500,12108,11209,9927,11380,11440,7513,11010,11364,9552,9462,11383,9519,9357,9942,12112,9928,9361
5844:7304,7508,11437,11060,4640,7500,10986,11002,7330,7307,13236,10994,11369,7329,11440,11433,10991,8805,8804,10482
5846:10980,10998,10999,11003,10994,10995,10974,7525,10996,10991,11019,7160,7171,7306,4627,7310,10976,11002,10979,10977
5848:10977,7508,9560,7516,11050,7525,7171,7165,7515,7524,10974,7306,11056,4627,7310,11053,7503,7160,7328,10998
5849:7508,11433,11049,11048,11060,11051,11053,11052,11442,11044,7304,10883,11353,9560,11012,10881,7513,11010,13078,4640
5851:11000,10998,7167,11368,10994,11050,11378,9087,10990,7165,7515,7524,7171,7525,4640,11370,7306,7503,7328,10105
5852:11368,7167,10998,12126,11435,7508,10994,10422,4631,9560,12122,4627,4622,4625,7310,9094,8837,12471,10990,10414
5853:11368,10414,7167,8840,10998,13027,9091,13090,10434,11000,8838,10415,8837,9487,10437,11157,9094,8847,10422,9387
5855:11374,11373,11050,8395,11375,11372,11365,11056,7523,9351,10897,11016,11046,12111,7528,11001,10988,11013,11383,11015
5856:11363,11010,11442,11046,12107,11054,9116,8395,11376,9518,11061,7505,11369,12122,7500,9521,12076,7508,8838,8394
5884:12028,12029,9283,11825,11297,12634,10789,12027,11372,12472,7746,12128,9284,7762,8652,7166,10244,11941,9937,12996
5886:10980,10998,10999,11003,10994,11002,10995,10974,10996,7525,10991,11019,7160,7171,7306,4627,7310,10976,10979,11013
5887:11002,10980,10998,10999,11003,10994,7328,10995,10974,7525,10996,11022,11019,10991,7160,7171,7306,4627,7310,10977
5888:11002,7328,11022,11057,12078,10985,11008,13115,11807,9558,10251,13123,11667,11349,7165,7515,7524,7171,7525,12117
5889:11059,11371,12938,9553,12937,12438,9540,9826,8853,8621,12486,12076,12071,7526,10877,10985,12077,7522,12124,9127
5890:11013,11365,10891,4632,11056,10897,11001,4630,11007,11050,11372,10995,10996,10987,8395,11373,12762,4638,10979,10984
5894:11370,12469,9990,10989,4632,7517,11375,7166,12118,11003,10994,9710,10987,4623,7304,4640,12935,11001,12382,11824
5905:11007,10432,12080,7505,10976,11000,7525,7171,7165,7515,7524,7306,4627,7310,7503,7160,10980,10998,7328,7170
5907:7508,11442,9560,7163,4624,7167,12122,11417,7513,11010,7329,11430,10999,11000,7162,10478,10979,10237,9716,10971
5926:12742,12381,8799,8779,10428,8664,9355,10862,12184,12173,12174,12175,12176,12177,12178,12185,12186,12187,12200,12201
5930:11385,12619,12173,12174,12175,12176,12177,12178,12185,12186,12187,12200,12201,12378,12379,12380,12623,12194,12195,12196
5937:8783,11359,8791,10855,12108,9541,11166,8812,9534,11194,9758,9542,9544,11384,9497,9430,10430,9348,9785,11228
5940:10975,10987,11015,11019,10991,10981,7160,7168,4623,4640,7508,11001,7165,7515,7524,10990,4625,7171,4631,7310
5985:7512,7520,7518,7519,7510,7305,7523,7514,9399,11436,12081,7331,11758,7516,10973,9971,13232,11383,9877,10475
6016:9496,9858,8899,8924,9490,11307,8984,9506,9499,9494,9498,9994,9986,9510,12942,8979,12181,10239,9508,9781
6079:9522,9572,8635,9480,8618,9434,12636,12626,9403,11149,12941,9574,9523,11269,11212,9538,9573,11268,12984,11208
6094:11570,11572,8613,7722,12307,8623,12823,9024,11571,8915,9582,12428,8632,10026,9414,10875,11143,11807,11801,9131
6098:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
6112:12304,9833,9380,11255,13087,10423,9883,12709,9471,9894,12713,8834,8836,9378,9716,9835,9511,8989,13138,11262
6122:9838,9364,9836,9968,9831,9888,12780,9485,12302,9486,9911,9466,12697,9460,12212,9363,9465,8851,9368,10110
6135:9111,9112,9116,9091,11272,11376,9114,11152,9109,11150,11271,8854,9836,11408,9561,9117,9083,11260,9518,10247
6136:8797,8792,9551,9497,11384,8785,8662,11818,10855,8811,8812,8825,8813,9540,8826,8669,9534,9542,11806,8782
6151:8783,9551,8662,8825,8813,8785,8797,9542,9497,11384,8788,10855,11359,9540,8792,8781,8811,8791,11818,8805
